date,temperature
2025-04-01T04:15:00+07:00,21.19
2025-04-01T04:16:00+07:00,33.01
2025-04-01T04:17:00+07:00,27.91
2025-04-01T04:18:00+07:00,30.58
2025-04-01T04:19:00+07:00,24.43
2025-04-01T04:20:00+07:00,24.15
2025-04-01T04:21:00+07:00,31.58
2025-04-01T04:22:00+07:00,22.15
2025-04-01T04:23:00+07:00,20.74
2025-04-01T04:24:00+07:00,26.27
2025-04-01T04:25:00+07:00,30.95
2025-04-01T04:26:00+07:00,32.94
2025-04-01T04:27:00+07:00,32.64
2025-04-01T04:28:00+07:00,20.27
2025-04-01T04:29:00+07:00,29.96
2025-04-01T04:30:00+07:00,28.08
2025-04-01T04:31:00+07:00,22.01
2025-04-01T04:32:00+07:00,29.78
2025-04-01T04:33:00+07:00,23.38
2025-04-01T04:34:00+07:00,28.55
2025-04-01T04:35:00+07:00,32.19
2025-04-01T04:36:00+07:00,22.34
2025-04-01T04:37:00+07:00,20.72
2025-04-01T04:38:00+07:00,20.58
2025-04-01T04:39:00+07:00,21.61
2025-04-01T04:40:00+07:00,29.72
2025-04-01T04:41:00+07:00,34.98
2025-04-01T04:42:00+07:00,28.35
2025-04-01T04:43:00+07:00,31.56
2025-04-01T04:44:00+07:00,28.5
2025-04-01T04:45:00+07:00,26.9
2025-04-01T04:46:00+07:00,30.64
2025-04-01T04:47:00+07:00,21.58
2025-04-01T04:48:00+07:00,27.04
2025-04-01T04:49:00+07:00,30.66
2025-04-01T04:50:00+07:00,31.21
2025-04-01T04:51:00+07:00,24.5
2025-04-01T04:52:00+07:00,32.5
2025-04-01T04:53:00+07:00,23.35
2025-04-01T04:54:00+07:00,34.53
2025-04-01T04:55:00+07:00,34.57
2025-04-01T04:56:00+07:00,28.03
2025-04-01T04:57:00+07:00,32.85
2025-04-01T04:58:00+07:00,31.98
2025-04-01T04:59:00+07:00,23.1
2025-04-01T05:00:00+07:00,28.68
2025-04-01T05:01:00+07:00,31.76
2025-04-01T05:02:00+07:00,33.33
2025-04-01T05:03:00+07:00,20.69
2025-04-01T05:04:00+07:00,27.94
2025-04-01T05:05:00+07:00,26.79
2025-04-01T05:06:00+07:00,23.23
2025-04-01T05:07:00+07:00,23.29
2025-04-01T05:08:00+07:00,27.69
2025-04-01T05:09:00+07:00,28.55
2025-04-01T05:10:00+07:00,20.07
2025-04-01T05:11:00+07:00,23.48
2025-04-01T05:12:00+07:00,27.0
2025-04-01T05:13:00+07:00,28.04
2025-04-01T05:14:00+07:00,29.55
2025-04-01T05:15:00+07:00,31.2
2025-04-01T05:16:00+07:00,32.4
2025-04-01T05:17:00+07:00,20.23
2025-04-01T05:18:00+07:00,29.01
2025-04-01T05:19:00+07:00,24.27
2025-04-01T05:20:00+07:00,33.02
2025-04-01T05:21:00+07:00,20.66
2025-04-01T05:22:00+07:00,23.27
2025-04-01T05:23:00+07:00,21.38
2025-04-01T05:24:00+07:00,33.62
2025-04-01T05:25:00+07:00,28.44
2025-04-01T05:26:00+07:00,33.6
2025-04-01T05:27:00+07:00,23.84
2025-04-01T05:28:00+07:00,26.33
2025-04-01T05:29:00+07:00,29.07
2025-04-01T05:30:00+07:00,32.7
2025-04-01T05:31:00+07:00,22.83
2025-04-01T05:32:00+07:00,20.57
2025-04-01T05:33:00+07:00,21.97
2025-04-01T05:34:00+07:00,28.98
2025-04-01T05:35:00+07:00,27.4
2025-04-01T05:36:00+07:00,21.25
2025-04-01T05:37:00+07:00,22.78
2025-04-01T05:38:00+07:00,33.64
2025-04-01T05:39:00+07:00,33.31
2025-04-01T05:40:00+07:00,26.28
2025-04-01T05:41:00+07:00,23.22
2025-04-01T05:42:00+07:00,21.31
2025-04-01T05:43:00+07:00,21.92
2025-04-01T05:44:00+07:00,21.05
2025-04-01T05:45:00+07:00,22.31
2025-04-01T05:46:00+07:00,28.33
2025-04-01T05:47:00+07:00,30.8
2025-04-01T05:48:00+07:00,26.66
2025-04-01T05:49:00+07:00,22.33
2025-04-01T05:50:00+07:00,27.61
2025-04-01T05:51:00+07:00,21.02
2025-04-01T05:52:00+07:00,34.1
2025-04-01T05:53:00+07:00,22.05
2025-04-01T05:54:00+07:00,33.74
2025-04-01T05:55:00+07:00,30.69
2025-04-01T05:56:00+07:00,29.09
2025-04-01T05:57:00+07:00,25.17
2025-04-01T05:58:00+07:00,31.63
2025-04-01T05:59:00+07:00,23.9
2025-04-01T06:00:00+07:00,29.34
2025-04-01T06:01:00+07:00,29.01
2025-04-01T06:02:00+07:00,27.6
2025-04-01T06:03:00+07:00,22.99
2025-04-01T06:04:00+07:00,34.76
2025-04-01T06:05:00+07:00,22.72
2025-04-01T06:06:00+07:00,34.17
2025-04-01T06:07:00+07:00,28.71
2025-04-01T06:08:00+07:00,31.34
2025-04-01T06:09:00+07:00,29.89
2025-04-01T06:10:00+07:00,31.54
2025-04-01T06:11:00+07:00,26.22
2025-04-01T06:12:00+07:00,25.34
2025-04-01T06:13:00+07:00,22.14
2025-04-01T06:14:00+07:00,25.69
2025-04-01T06:15:00+07:00,32.88
2025-04-01T06:16:00+07:00,32.6
2025-04-01T06:17:00+07:00,20.88
2025-04-01T06:18:00+07:00,30.61
2025-04-01T06:19:00+07:00,28.91
2025-04-01T06:20:00+07:00,29.89
2025-04-01T06:21:00+07:00,28.43
2025-04-01T06:22:00+07:00,32.94
2025-04-01T06:23:00+07:00,31.03
2025-04-01T06:24:00+07:00,34.27
2025-04-01T06:25:00+07:00,22.81
2025-04-01T06:26:00+07:00,27.96
2025-04-01T06:27:00+07:00,33.18
2025-04-01T06:28:00+07:00,26.01
2025-04-01T06:29:00+07:00,30.53
2025-04-01T06:30:00+07:00,28.85
2025-04-01T06:31:00+07:00,27.39
2025-04-01T06:32:00+07:00,30.18
2025-04-01T06:33:00+07:00,32.06
2025-04-01T06:34:00+07:00,33.66
2025-04-01T06:35:00+07:00,26.36
2025-04-01T06:36:00+07:00,31.12
2025-04-01T06:37:00+07:00,30.61
2025-04-01T06:38:00+07:00,23.27
2025-04-01T06:39:00+07:00,22.13
2025-04-01T06:40:00+07:00,23.75
2025-04-01T06:41:00+07:00,30.46
2025-04-01T06:42:00+07:00,20.23
2025-04-01T06:43:00+07:00,24.54
2025-04-01T06:44:00+07:00,34.3
2025-04-01T06:45:00+07:00,24.89
2025-04-01T06:46:00+07:00,25.99
2025-04-01T06:47:00+07:00,20.78
2025-04-01T06:48:00+07:00,23.38
2025-04-01T06:49:00+07:00,33.07
2025-04-01T06:50:00+07:00,21.92
2025-04-01T06:51:00+07:00,24.37
2025-04-01T06:52:00+07:00,25.54
2025-04-01T06:53:00+07:00,20.04
2025-04-01T06:54:00+07:00,26.01
2025-04-01T06:55:00+07:00,21.22
2025-04-01T06:56:00+07:00,30.45
2025-04-01T06:57:00+07:00,30.82
2025-04-01T06:58:00+07:00,23.71
2025-04-01T06:59:00+07:00,24.03
2025-04-01T07:00:00+07:00,31.49
2025-04-01T07:01:00+07:00,27.38
2025-04-01T07:02:00+07:00,21.82
2025-04-01T07:03:00+07:00,28.59
2025-04-01T07:04:00+07:00,23.2
2025-04-01T07:05:00+07:00,20.25
2025-04-01T07:06:00+07:00,33.76
2025-04-01T07:07:00+07:00,30.27
2025-04-01T07:08:00+07:00,26.23
2025-04-01T07:09:00+07:00,32.19
2025-04-01T07:10:00+07:00,32.26
2025-04-01T07:11:00+07:00,30.17
2025-04-01T07:12:00+07:00,27.2
2025-04-01T07:13:00+07:00,27.31
2025-04-01T07:14:00+07:00,24.37
2025-04-01T07:15:00+07:00,21.78
2025-04-01T07:16:00+07:00,32.39
2025-04-01T07:17:00+07:00,24.5
2025-04-01T07:18:00+07:00,26.13
2025-04-01T07:19:00+07:00,29.83
2025-04-01T07:20:00+07:00,26.94
2025-04-01T07:21:00+07:00,26.11
2025-04-01T07:22:00+07:00,20.24
2025-04-01T07:23:00+07:00,23.17
2025-04-01T07:24:00+07:00,23.7
2025-04-01T07:25:00+07:00,22.45
2025-04-01T07:26:00+07:00,29.94
2025-04-01T07:27:00+07:00,26.14
2025-04-01T07:28:00+07:00,27.75
2025-04-01T07:29:00+07:00,28.35
2025-04-01T07:30:00+07:00,23.22
2025-04-01T07:31:00+07:00,30.04
2025-04-01T07:32:00+07:00,21.78
2025-04-01T07:33:00+07:00,34.94
2025-04-01T07:34:00+07:00,24.37
2025-04-01T07:35:00+07:00,20.3
2025-04-01T07:36:00+07:00,20.9
2025-04-01T07:37:00+07:00,32.18
2025-04-01T07:38:00+07:00,34.25
2025-04-01T07:39:00+07:00,25.74
2025-04-01T07:40:00+07:00,27.71
2025-04-01T07:41:00+07:00,24.15
2025-04-01T07:42:00+07:00,21.4
2025-04-01T07:43:00+07:00,29.48
2025-04-01T07:44:00+07:00,30.45
2025-04-01T07:45:00+07:00,28.22
2025-04-01T07:46:00+07:00,26.48
2025-04-01T07:47:00+07:00,32.37
2025-04-01T07:48:00+07:00,24.32
2025-04-01T07:49:00+07:00,30.9
2025-04-01T07:50:00+07:00,23.8
2025-04-01T07:51:00+07:00,26.78
2025-04-01T07:52:00+07:00,22.22
2025-04-01T07:53:00+07:00,31.62
2025-04-01T07:54:00+07:00,25.89
2025-04-01T07:55:00+07:00,21.61
2025-04-01T07:56:00+07:00,33.15
2025-04-01T07:57:00+07:00,27.79
2025-04-01T07:58:00+07:00,28.88
2025-04-01T07:59:00+07:00,21.51
2025-04-01T08:00:00+07:00,24.56
2025-04-01T08:01:00+07:00,27.05
2025-04-01T08:02:00+07:00,20.8
2025-04-01T08:03:00+07:00,25.27
2025-04-01T08:04:00+07:00,33.47
2025-04-01T08:05:00+07:00,31.18
2025-04-01T08:06:00+07:00,27.79
2025-04-01T08:07:00+07:00,32.17
2025-04-01T08:08:00+07:00,27.22
2025-04-01T08:09:00+07:00,32.51
2025-04-01T08:10:00+07:00,30.58
2025-04-01T08:11:00+07:00,28.82
2025-04-01T08:12:00+07:00,28.98
2025-04-01T08:13:00+07:00,23.81
2025-04-01T08:14:00+07:00,23.37
2025-04-01T08:15:00+07:00,24.04
2025-04-01T08:16:00+07:00,22.26
2025-04-01T08:17:00+07:00,26.43
2025-04-01T08:18:00+07:00,34.22
2025-04-01T08:19:00+07:00,34.0
2025-04-01T08:20:00+07:00,22.0
2025-04-01T08:21:00+07:00,33.3
2025-04-01T08:22:00+07:00,27.16
2025-04-01T08:23:00+07:00,20.66
2025-04-01T08:24:00+07:00,32.54
2025-04-01T08:25:00+07:00,21.22
2025-04-01T08:26:00+07:00,29.77
2025-04-01T08:27:00+07:00,22.25
2025-04-01T08:28:00+07:00,27.89
2025-04-01T08:29:00+07:00,20.45
2025-04-01T08:30:00+07:00,22.52
2025-04-01T08:31:00+07:00,30.15
2025-04-01T08:32:00+07:00,22.99
2025-04-01T08:33:00+07:00,29.51
2025-04-01T08:34:00+07:00,32.38
2025-04-01T08:35:00+07:00,21.14
2025-04-01T08:36:00+07:00,29.96
2025-04-01T08:37:00+07:00,22.81
2025-04-01T08:38:00+07:00,20.38
2025-04-01T08:39:00+07:00,20.91
2025-04-01T08:40:00+07:00,32.07
2025-04-01T08:41:00+07:00,27.63
2025-04-01T08:42:00+07:00,27.32
2025-04-01T08:43:00+07:00,27.98
2025-04-01T08:44:00+07:00,29.55
2025-04-01T08:45:00+07:00,25.07
2025-04-01T08:46:00+07:00,21.86
2025-04-01T08:47:00+07:00,21.17
2025-04-01T08:48:00+07:00,23.82
2025-04-01T08:49:00+07:00,28.88
2025-04-01T08:50:00+07:00,34.91
2025-04-01T08:51:00+07:00,23.15
2025-04-01T08:52:00+07:00,24.49
2025-04-01T08:53:00+07:00,24.87
2025-04-01T08:54:00+07:00,28.69
2025-04-01T08:55:00+07:00,25.98
2025-04-01T08:56:00+07:00,20.23
2025-04-01T08:57:00+07:00,28.39
2025-04-01T08:58:00+07:00,26.04
2025-04-01T08:59:00+07:00,30.97
2025-04-01T09:00:00+07:00,25.26
2025-04-01T09:01:00+07:00,25.45
2025-04-01T09:02:00+07:00,24.98
2025-04-01T09:03:00+07:00,22.27
2025-04-01T09:04:00+07:00,33.88
2025-04-01T09:05:00+07:00,33.56
2025-04-01T09:06:00+07:00,25.11
2025-04-01T09:07:00+07:00,31.65
2025-04-01T09:08:00+07:00,34.55
2025-04-01T09:09:00+07:00,22.27
2025-04-01T09:10:00+07:00,23.36
2025-04-01T09:11:00+07:00,23.97
2025-04-01T09:12:00+07:00,22.14
2025-04-01T09:13:00+07:00,23.15
2025-04-01T09:14:00+07:00,28.48
2025-04-01T09:15:00+07:00,31.29
2025-04-01T09:16:00+07:00,23.84
2025-04-01T09:17:00+07:00,22.6
2025-04-01T09:18:00+07:00,24.87
2025-04-01T09:19:00+07:00,24.27
2025-04-01T09:20:00+07:00,26.75
2025-04-01T09:21:00+07:00,22.01
2025-04-01T09:22:00+07:00,26.35
2025-04-01T09:23:00+07:00,30.52
2025-04-01T09:24:00+07:00,25.09
2025-04-01T09:25:00+07:00,26.81
2025-04-01T09:26:00+07:00,24.67
2025-04-01T09:27:00+07:00,24.24
2025-04-01T09:28:00+07:00,33.04
2025-04-01T09:29:00+07:00,25.24
2025-04-01T09:30:00+07:00,27.25
2025-04-01T09:31:00+07:00,24.14
2025-04-01T09:32:00+07:00,24.69
2025-04-01T09:33:00+07:00,34.79
2025-04-01T09:34:00+07:00,22.09
2025-04-01T09:35:00+07:00,27.35
2025-04-01T09:36:00+07:00,34.53
2025-04-01T09:37:00+07:00,28.67
2025-04-01T09:38:00+07:00,34.06
2025-04-01T09:39:00+07:00,31.27
2025-04-01T09:40:00+07:00,32.87
2025-04-01T09:41:00+07:00,22.99
2025-04-01T09:42:00+07:00,31.86
2025-04-01T09:43:00+07:00,28.2
2025-04-01T09:44:00+07:00,22.19
2025-04-01T09:45:00+07:00,32.84
2025-04-01T09:46:00+07:00,21.11
2025-04-01T09:47:00+07:00,24.14
2025-04-01T09:48:00+07:00,27.31
2025-04-01T09:49:00+07:00,30.08
2025-04-01T09:50:00+07:00,20.16
2025-04-01T09:51:00+07:00,32.11
2025-04-01T09:52:00+07:00,33.43
2025-04-01T09:53:00+07:00,30.52
2025-04-01T09:54:00+07:00,23.75
2025-04-01T09:55:00+07:00,33.81
2025-04-01T09:56:00+07:00,21.41
2025-04-01T09:57:00+07:00,34.35
2025-04-01T09:58:00+07:00,22.15
2025-04-01T09:59:00+07:00,26.92
2025-04-01T10:00:00+07:00,25.48
2025-04-01T10:01:00+07:00,25.77
2025-04-01T10:02:00+07:00,32.08
2025-04-01T10:03:00+07:00,20.89
2025-04-01T10:04:00+07:00,22.85
2025-04-01T10:05:00+07:00,28.95
2025-04-01T10:06:00+07:00,24.04
2025-04-01T10:07:00+07:00,27.99
2025-04-01T10:08:00+07:00,33.55
2025-04-01T10:09:00+07:00,29.69
2025-04-01T10:10:00+07:00,20.07
2025-04-01T10:11:00+07:00,22.73
2025-04-01T10:12:00+07:00,32.7
2025-04-01T10:13:00+07:00,23.55
2025-04-01T10:14:00+07:00,32.0
2025-04-01T10:15:00+07:00,21.15
2025-04-01T10:16:00+07:00,22.54
2025-04-01T10:17:00+07:00,33.57
2025-04-01T10:18:00+07:00,23.54
2025-04-01T10:19:00+07:00,25.08
2025-04-01T10:20:00+07:00,31.3
2025-04-01T10:21:00+07:00,30.23
2025-04-01T10:22:00+07:00,32.6
2025-04-01T10:23:00+07:00,26.37
2025-04-01T10:24:00+07:00,23.38
2025-04-01T10:25:00+07:00,23.93
2025-04-01T10:26:00+07:00,24.49
2025-04-01T10:27:00+07:00,26.04
2025-04-01T10:28:00+07:00,22.49
2025-04-01T10:29:00+07:00,29.6
2025-04-01T10:30:00+07:00,26.05
2025-04-01T10:31:00+07:00,31.65
2025-04-01T10:32:00+07:00,27.33
2025-04-01T10:33:00+07:00,32.61
2025-04-01T10:34:00+07:00,28.15
2025-04-01T10:35:00+07:00,22.92
2025-04-01T10:36:00+07:00,32.71
2025-04-01T10:37:00+07:00,34.21
2025-04-01T10:38:00+07:00,32.25
2025-04-01T10:39:00+07:00,26.57
2025-04-01T10:40:00+07:00,28.3
2025-04-01T10:41:00+07:00,20.58
2025-04-01T10:42:00+07:00,32.72
2025-04-01T10:43:00+07:00,34.29
2025-04-01T10:44:00+07:00,23.13
2025-04-01T10:45:00+07:00,29.17
2025-04-01T10:46:00+07:00,30.86
2025-04-01T10:47:00+07:00,22.54
2025-04-01T10:48:00+07:00,24.7
2025-04-01T10:49:00+07:00,30.84
2025-04-01T10:50:00+07:00,30.56
2025-04-01T10:51:00+07:00,32.23
2025-04-01T10:52:00+07:00,28.55
2025-04-01T10:53:00+07:00,30.06
2025-04-01T10:54:00+07:00,32.31
2025-04-01T10:55:00+07:00,30.51
2025-04-01T10:56:00+07:00,32.01
2025-04-01T10:57:00+07:00,27.12
2025-04-01T10:58:00+07:00,24.2
2025-04-01T10:59:00+07:00,23.56
2025-04-01T11:00:00+07:00,23.7
2025-04-01T11:01:00+07:00,20.73
2025-04-01T11:02:00+07:00,23.57
2025-04-01T11:03:00+07:00,34.49
2025-04-01T11:04:00+07:00,22.4
2025-04-01T11:05:00+07:00,24.81
